ID,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,lifetime_so_far_days,Promotion_#_campaign_accepted,#_children_at_home,Total_$_spend_last_2_years,Total_#_purchases
8970,PhD,Engaged,62010.0,93,371.0,22.0,39.0,6.0,0.0,92.0,4,6,2,7,5,0,45,1876,0,1,530.0,19
10581,Graduation,Engaged,41124.0,41,281.0,7.0,84.0,15.0,0.0,119.0,7,7,3,4,8,0,40,1868,0,1,506.0,21
5300,Master,Engaged,38961.0,60,19.0,7.0,19.0,0.0,1.0,24.0,1,2,1,2,7,0,44,1443,0,1,70.0,6
5154,Master,Alone,37760.0,54,26.0,3.0,13.0,2.0,10.0,0.0,1,2,0,3,6,0,45,1495,0,1,54.0,6
8346,Graduation,Alone,32233.0,26,138.0,15.0,35.0,25.0,11.0,72.0,2,6,2,2,9,0,43,1941,3,1,296.0,12
1676,Graduation,Engaged,43057.0,30,213.0,2.0,44.0,0.0,2.0,5.0,4,4,2,5,5,0,42,1504,0,1,266.0,15
9286,Master,Engaged,83151.0,93,407.0,28.0,100.0,120.0,74.0,18.0,1,5,9,4,3,0,57,1889,0,0,747.0,19
2426,PhD,Alone,78825.0,35,483.0,74.0,114.0,169.0,37.0,18.0,1,5,10,13,3,0,53,1915,6,0,895.0,29
5172,Master,Engaged,65104.0,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,0,41,1489,0,1,1053.0,17
5562,Graduation,Engaged,60093.0,92,502.0,12.0,109.0,16.0,6.0,90.0,2,7,2,10,6,0,43,1630,0,1,735.0,21
3436,Graduation,Engaged,14045.0,24,11.0,0.0,5.0,2.0,1.0,1.0,1,1,0,3,7,0,48,1416,0,1,20.0,5
3921,2n_Cycle,Alone,28457.0,96,24.0,1.0,108.0,29.0,29.0,14.0,1,4,1,4,8,0,65,1871,0,0,205.0,10
3403,PhD,Engaged,78952.0,11,1170.0,19.0,594.0,99.0,76.0,134.0,2,2,5,12,6,0,59,1905,0,1,2092.0,21
22,Graduation,Alone,46310.0,99,185.0,2.0,88.0,15.0,5.0,14.0,2,6,1,5,8,0,41,2101,0,1,309.0,14
10965,Graduation,Engaged,76005.0,72,983.0,20.0,389.0,240.0,50.0,40.0,1,3,5,13,6,0,62,1754,1,0,1722.0,22
9426,Master,Alone,58308.0,77,691.0,0.0,69.0,10.0,0.0,130.0,4,2,6,3,8,0,53,1472,0,1,900.0,15
6605,PhD,Alone,55614.0,85,504.0,13.0,131.0,8.0,0.0,26.0,1,9,4,6,7,0,73,1476,4,0,682.0,20
3136,Master,Alone,59432.0,88,317.0,25.0,265.0,25.0,19.0,12.0,3,5,3,11,5,0,55,1704,0,1,663.0,22
8737,Graduation,Alone,55563.0,22,29.0,1.0,9.0,2.0,0.0,2.0,1,2,0,3,3,0,39,1318,0,1,43.0,6
11088,PhD,Engaged,78642.0,83,1396.0,0.0,322.0,46.0,35.0,17.0,1,4,9,4,6,0,46,1696,0,1,1816.0,18
716,PhD,Engaged,67911.0,63,529.0,0.0,356.0,63.0,28.0,0.0,3,6,7,11,3,0,68,1300,0,1,976.0,27
466,Graduation,Engaged,65275.0,9,388.0,14.0,218.0,91.0,14.0,21.0,1,4,3,13,2,0,73,1744,0,0,746.0,21
9135,Graduation,Engaged,27203.0,92,13.0,2.0,21.0,4.0,0.0,24.0,2,1,1,2,8,0,67,2013,0,2,64.0,6
10623,Master,Engaged,48330.0,2,28.0,0.0,4.0,0.0,0.0,0.0,1,1,0,3,5,0,56,1488,0,1,32.0,5
8151,Basic,Engaged,24279.0,6,16.0,36.0,21.0,20.0,62.0,108.0,1,4,1,3,8,0,27,1809,0,0,263.0,9
5140,PhD,Engaged,64355.0,66,1047.0,0.0,140.0,67.0,38.0,153.0,2,4,3,12,8,0,32,1936,0,1,1445.0,21
10160,Master,Engaged,50943.0,49,31.0,0.0,7.0,2.0,0.0,6.0,1,1,0,3,5,0,61,1635,0,1,46.0,5
4945,Graduation,Alone,53653.0,29,815.0,10.0,239.0,28.0,10.0,108.0,2,10,4,12,6,0,64,1980,0,0,1210.0,28
10584,Graduation,Engaged,65665.0,77,225.0,162.0,387.0,106.0,36.0,29.0,1,5,10,8,3,0,41,1764,0,1,945.0,24
6071,Graduation,Alone,81217.0,77,493.0,70.0,324.0,146.0,40.0,84.0,1,3,7,11,1,0,28,1607,0,0,1157.0,22
3386,Graduation,Engaged,34935.0,71,34.0,4.0,66.0,3.0,10.0,20.0,1,2,1,4,7,0,25,1635,0,0,137.0,8
8939,Graduation,Alone,61250.0,49,382.0,138.0,65.0,60.0,26.0,59.0,6,5,2,12,5,0,58,1822,0,1,730.0,25
9925,PhD,Engaged,39665.0,97,127.0,1.0,56.0,0.0,1.0,31.0,3,4,2,3,7,0,36,1662,3,1,216.0,12
4320,Graduation,Alone,60152.0,6,325.0,83.0,300.0,86.0,58.0,91.0,1,6,4,12,3,0,38,1720,0,1,943.0,23
5389,Graduation,Engaged,48920.0,93,238.0,17.0,68.0,8.0,10.0,6.0,3,6,2,5,7,0,53,1514,4,2,347.0,16
6036,Master,Engaged,89120.0,78,1168.0,92.0,408.0,72.0,129.0,55.0,1,5,6,7,1,0,58,1366,5,0,1924.0,19
182,PhD,Engaged,44124.0,62,284.0,0.0,55.0,0.0,6.0,52.0,4,6,2,5,8,0,71,1498,0,1,397.0,17
203,Master,Alone,81169.0,47,1288.0,20.0,613.0,80.0,61.0,27.0,1,5,7,9,2,0,42,1703,0,0,2089.0,22
11025,Graduation,Engaged,36443.0,9,65.0,0.0,46.0,4.0,3.0,20.0,4,3,1,3,8,0,56,1746,0,2,138.0,11
10203,Graduation,Alone,26095.0,77,11.0,7.0,9.0,3.0,1.0,11.0,1,1,0,3,7,0,27,1626,0,1,42.0,5
4607,Graduation,Engaged,71367.0,24,227.0,23.0,389.0,42.0,21.0,75.0,1,4,5,7,2,0,58,1572,0,0,777.0,17
3711,Master,Engaged,80184.0,19,1035.0,134.0,670.0,25.0,38.0,0.0,1,6,3,10,3,0,73,1439,1,0,1902.0,20
3696,Graduation,Alone,30630.0,67,27.0,1.0,12.0,2.0,0.0,10.0,2,2,0,3,7,0,52,1415,0,2,52.0,7
2532,Master,Alone,73454.0,95,982.0,73.0,351.0,56.0,14.0,175.0,1,2,4,6,5,0,30,1439,3,0,1651.0,13
9214,Graduation,Engaged,42691.0,48,179.0,2.0,64.0,38.0,17.0,58.0,1,5,1,6,5,0,26,1579,0,0,358.0,13
4943,Graduation,Engaged,70503.0,73,1379.0,33.0,216.0,0.0,33.0,66.0,1,2,4,9,6,0,64,1899,4,0,1727.0,16
35,Graduation,Engaged,25545.0,35,32.0,1.0,64.0,16.0,12.0,85.0,3,2,2,3,6,0,30,1951,6,1,210.0,10
2258,Graduation,Engaged,32880.0,76,8.0,4.0,15.0,7.0,6.0,2.0,1,1,0,3,8,0,31,2070,0,1,42.0,5
4322,PhD,Engaged,77863.0,20,881.0,38.0,319.0,16.0,25.0,12.0,1,4,5,10,2,0,59,1476,0,0,1291.0,20
713,Master,Engaged,50353.0,72,141.0,15.0,153.0,67.0,31.0,35.0,1,4,4,6,3,0,40,1224,0,0,442.0,15
4702,Graduation,Alone,61839.0,20,1000.0,155.0,379.0,224.0,17.0,120.0,1,4,8,4,8,0,53,1830,0,0,1895.0,17
3281,PhD,Engaged,49154.0,69,206.0,10.0,67.0,30.0,27.0,71.0,6,4,1,8,6,0,57,1737,0,2,411.0,19
702,2n_Cycle,Alone,47682.0,80,162.0,61.0,83.0,97.0,57.0,61.0,4,4,3,8,5,0,42,1761,0,1,521.0,19
2004,Graduation,Alone,72679.0,65,619.0,54.0,260.0,127.0,54.0,54.0,1,4,7,5,1,0,48,1546,0,1,1168.0,17
4769,Master,Engaged,57954.0,52,456.0,4.0,24.0,0.0,0.0,9.0,7,8,2,6,7,0,40,1273,4,2,493.0,23
4437,Graduation,Engaged,65316.0,65,112.0,6.0,92.0,3.0,9.0,38.0,2,3,2,5,4,0,55,1693,0,2,260.0,12
8724,Graduation,Alone,28567.0,57,11.0,3.0,22.0,2.0,2.0,6.0,2,2,0,3,6,0,35,1639,0,1,46.0,7
10741,Master,Engaged,47352.0,70,172.0,12.0,112.0,8.0,0.0,15.0,4,6,1,5,7,0,66,1499,0,1,319.0,16
1991,Graduation,Engaged,44931.0,0,78.0,0.0,11.0,0.0,0.0,7.0,1,2,1,3,5,0,50,1424,0,1,96.0,7
6931,Graduation,Alone,76982.0,19,464.0,151.0,292.0,65.0,60.0,30.0,1,8,3,4,4,0,50,1396,5,0,1062.0,16
11096,2n_Cycle,Engaged,57247.0,50,99.0,4.0,32.0,37.0,54.0,6.0,2,2,1,7,2,0,65,1587,0,1,232.0,12
304,Master,Alone,22944.0,67,19.0,3.0,19.0,4.0,5.0,26.0,3,3,0,3,7,0,36,1450,0,1,76.0,9
3665,2n_Cycle,Engaged,25315.0,46,1.0,9.0,8.0,11.0,3.0,22.0,3,3,0,3,8,0,40,1615,0,1,54.0,9
10591,Graduation,Alone,43638.0,37,63.0,10.0,83.0,7.0,19.0,19.0,2,4,1,4,7,0,48,2013,0,1,201.0,11
5036,PhD,Alone,42710.0,38,252.0,3.0,42.0,4.0,3.0,102.0,2,4,5,3,6,0,33,1840,0,1,406.0,14
5547,PhD,Engaged,84169.0,9,1478.0,19.0,403.0,0.0,19.0,0.0,1,7,6,6,3,0,35,1618,4,0,1919.0,20
7822,Graduation,Engaged,54058.0,56,198.0,18.0,252.0,32.0,108.0,54.0,2,4,6,8,3,0,41,1711,0,1,662.0,20
8541,2n_Cycle,Engaged,24683.0,98,8.0,4.0,10.0,6.0,7.0,6.0,2,2,0,4,5,0,27,1227,0,1,41.0,8
10955,Graduation,Alone,85620.0,68,416.0,46.0,925.0,60.0,107.0,46.0,1,3,6,4,1,0,53,1260,6,0,1600.0,14
4368,Graduation,Engaged,47850.0,72,42.0,7.0,43.0,20.0,12.0,10.0,1,3,0,4,6,0,37,1736,0,1,134.0,8
9671,Graduation,Engaged,19514.0,47,14.0,3.0,21.0,2.0,1.0,28.0,4,3,1,2,8,0,49,1416,3,2,69.0,10
2256,Master,Engaged,27159.0,33,17.0,0.0,3.0,0.0,0.0,1.0,2,1,0,3,6,0,44,1354,0,2,21.0,6
4279,2n_Cycle,Alone,39548.0,87,15.0,4.0,10.0,3.0,4.0,18.0,2,1,1,3,3,0,54,1352,0,2,54.0,7
5371,Graduation,Alone,21474.0,0,6.0,16.0,24.0,11.0,0.0,34.0,2,3,1,2,7,0,28,1226,3,1,91.0,8
9240,PhD,Alone,60504.0,73,458.0,0.0,24.0,6.0,4.0,34.0,2,6,2,8,6,0,46,1259,0,1,526.0,18
9460,Graduation,Engaged,22419.0,74,30.0,3.0,47.0,19.0,21.0,42.0,1,3,2,2,8,0,54,1699,0,0,162.0,8
9504,Master,Engaged,81698.0,4,179.0,28.0,520.0,111.0,123.0,47.0,1,3,8,13,1,0,68,1645,6,0,1008.0,25
8692,Graduation,Engaged,43462.0,50,90.0,17.0,97.0,15.0,6.0,15.0,6,4,1,5,8,0,65,1829,0,2,240.0,16
448,PhD,Alone,54880.0,57,308.0,85.0,137.0,102.0,45.0,118.0,2,6,2,11,5,0,39,1804,0,1,795.0,21
8314,Graduation,Engaged,79908.0,30,557.0,129.0,761.0,29.0,185.0,111.0,1,5,6,7,2,0,35,1683,5,0,1772.0,19
8420,2n_Cycle,Engaged,15315.0,27,7.0,4.0,13.0,15.0,8.0,17.0,2,2,0,4,5,0,47,1740,0,0,64.0,8
3174,Graduation,Engaged,87771.0,61,1492.0,38.0,287.0,50.0,57.0,33.0,1,5,10,4,6,0,58,1665,1,1,1957.0,20
7685,Graduation,Engaged,33039.0,4,30.0,8.0,12.0,8.0,8.0,12.0,1,2,0,4,5,0,39,1555,0,1,78.0,7
3179,Graduation,Alone,81741.0,75,249.0,153.0,940.0,58.0,134.0,38.0,0,6,6,7,2,0,37,1640,0,0,1572.0,19
9780,Master,Engaged,71499.0,12,465.0,25.0,132.0,136.0,0.0,37.0,2,8,3,13,4,0,46,1631,0,1,795.0,26
10681,2n_Cycle,Engaged,62466.0,13,129.0,129.0,259.0,168.0,121.0,83.0,5,6,3,12,4,0,47,1427,0,1,889.0,26
10232,PhD,Alone,48799.0,9,174.0,18.0,81.0,28.0,6.0,24.0,3,3,2,7,3,0,54,1676,0,1,331.0,15
4184,PhD,Engaged,52157.0,48,189.0,2.0,29.0,3.0,2.0,40.0,2,3,2,5,4,0,67,1255,0,1,265.0,12
9120,Graduation,Alone,66565.0,80,747.0,10.0,161.0,65.0,40.0,42.0,4,4,2,9,8,0,55,2040,0,1,1065.0,19
891,Master,Engaged,29298.0,60,6.0,0.0,2.0,2.0,0.0,1.0,1,1,0,2,5,0,66,1617,0,2,11.0,4
10381,Graduation,Alone,47691.0,43,14.0,0.0,3.0,0.0,0.0,4.0,1,1,0,2,6,0,38,1680,0,1,21.0,4
3525,Graduation,Engaged,38200.0,19,12.0,0.0,4.0,0.0,0.0,1.0,1,1,0,2,7,0,47,1979,0,2,17.0,4
6818,Graduation,Engaged,44989.0,26,98.0,0.0,106.0,49.0,10.0,106.0,5,5,1,5,6,0,43,1829,0,1,369.0,16
3526,PhD,Engaged,38443.0,58,32.0,0.0,5.0,0.0,0.0,1.0,2,1,0,3,7,0,49,1415,0,2,38.0,6
8181,2n_Cycle,Alone,38593.0,42,51.0,12.0,49.0,17.0,24.0,24.0,3,4,1,3,8,0,39,1551,0,1,177.0,11
1029,PhD,Engaged,64413.0,27,200.0,5.0,44.0,0.0,10.0,20.0,1,5,1,5,5,0,47,1799,0,1,279.0,12
7369,Master,Engaged,36959.0,56,25.0,6.0,25.0,6.0,0.0,0.0,2,2,0,3,8,0,36,1766,0,1,62.0,7
2574,PhD,Engaged,61996.0,27,1050.0,12.0,144.0,0.0,0.0,24.0,3,6,4,8,5,0,40,1776,1,1,1230.0,21
8159,Graduation,Engaged,51287.0,10,117.0,0.0,22.0,13.0,0.0,30.0,3,4,1,3,7,0,49,1438,0,2,182.0,11
1160,Graduation,Engaged,13260.0,48,9.0,4.0,17.0,10.0,2.0,7.0,4,3,0,3,8,0,47,1572,0,2,49.0,10
10242,PhD,Engaged,47472.0,39,56.0,0.0,11.0,0.0,0.0,8.0,2,2,0,4,5,0,51,1548,0,2,75.0,8
5253,Master,Engaged,54603.0,85,145.0,13.0,46.0,17.0,2.0,4.0,6,4,2,4,7,0,61,1557,0,2,227.0,16
5966,PhD,Engaged,45207.0,64,203.0,0.0,10.0,0.0,0.0,2.0,5,3,1,6,6,0,43,1888,4,2,215.0,15
5314,Graduation,Engaged,40689.0,69,270.0,3.0,27.0,39.0,6.0,99.0,7,7,1,5,8,0,66,1730,0,1,444.0,20
5081,2n_Cycle,Engaged,47821.0,54,9.0,0.0,16.0,6.0,6.0,10.0,1,1,0,3,8,0,50,1514,0,2,47.0,5
5123,Master,Engaged,27450.0,57,37.0,12.0,23.0,8.0,11.0,52.0,1,2,1,3,7,0,66,1702,0,0,143.0,7
5756,Graduation,Engaged,39453.0,64,46.0,0.0,7.0,0.0,0.0,2.0,2,2,0,3,6,0,34,1379,0,1,55.0,7
8036,2n_Cycle,Engaged,26850.0,10,31.0,1.0,13.0,7.0,2.0,9.0,4,2,1,4,4,0,46,1334,0,2,63.0,11
9058,Graduation,Alone,79800.0,65,1060.0,21.0,530.0,32.0,0.0,224.0,1,5,11,5,3,0,62,1906,1,0,1867.0,22
5057,Master,Engaged,61794.0,74,264.0,47.0,188.0,54.0,47.0,11.0,2,4,4,10,2,0,56,1550,0,1,611.0,20
254,Graduation,Engaged,53863.0,4,399.0,4.0,30.0,6.0,4.0,30.0,3,7,1,7,7,0,62,1305,4,1,473.0,18
4179,Graduation,Engaged,24221.0,94,8.0,9.0,9.0,2.0,5.0,22.0,1,1,1,3,4,0,58,1575,0,0,55.0,6
3710,PhD,Alone,39684.0,41,19.0,0.0,35.0,6.0,4.0,17.0,2,2,1,2,7,1,33,1828,6,1,81.0,7
7627,Master,Engaged,92163.0,25,817.0,183.0,797.0,106.0,163.0,20.0,0,5,11,5,2,0,42,1826,1,0,2086.0,21
4501,Master,Alone,69882.0,94,292.0,127.0,635.0,132.0,127.0,165.0,1,3,7,9,1,0,52,1523,0,0,1478.0,20
6424,Graduation,Engaged,33178.0,9,12.0,6.0,2.0,11.0,2.0,16.0,1,1,0,3,4,0,40,1412,0,1,49.0,5
3075,PhD,Engaged,59973.0,47,130.0,30.0,168.0,20.0,34.0,0.0,1,3,4,7,1,0,45,1494,0,0,382.0,15
4992,Master,Engaged,17459.0,12,6.0,4.0,16.0,3.0,10.0,30.0,3,3,1,2,7,0,42,1545,6,1,69.0,9
5252,Graduation,Alone,23910.0,80,16.0,12.0,18.0,7.0,1.0,13.0,1,2,0,3,7,0,48,1873,0,1,67.0,6
7444,Master,Engaged,42169.0,20,19.0,0.0,9.0,0.0,0.0,2.0,2,1,0,3,8,0,48,1515,0,2,30.0,6
6919,2n_Cycle,Engaged,26224.0,39,4.0,7.0,15.0,13.0,9.0,15.0,3,2,1,3,6,0,39,1711,0,1,63.0,9
3537,Graduation,Engaged,31089.0,57,31.0,3.0,31.0,2.0,8.0,4.0,3,3,0,4,8,0,36,1943,0,1,79.0,10
10277,Graduation,Alone,30081.0,27,36.0,0.0,2.0,0.0,0.0,4.0,1,1,0,3,7,0,56,1755,0,1,42.0,5
2453,Graduation,Engaged,62807.0,83,526.0,28.0,135.0,10.0,21.0,99.0,3,5,3,12,5,0,57,1929,0,1,819.0,23
7972,Graduation,Alone,72906.0,79,400.0,32.0,519.0,71.0,75.0,54.0,1,3,4,9,1,0,62,1547,0,0,1151.0,17
895,PhD,Engaged,61467.0,69,410.0,16.0,114.0,0.0,5.0,49.0,3,5,2,10,5,0,69,1917,0,2,594.0,20
1177,Master,Engaged,49618.0,77,80.0,3.0,26.0,4.0,2.0,14.0,4,3,1,3,7,0,51,1781,0,2,129.0,11
7141,Master,Alone,21888.0,15,88.0,10.0,46.0,2.0,3.0,64.0,4,5,1,2,10,0,31,1809,6,1,213.0,12
7232,Graduation,Alone,42429.0,99,55.0,0.0,6.0,2.0,0.0,4.0,2,1,1,3,5,0,44,1136,0,1,67.0,7
8477,Graduation,Alone,26150.0,61,5.0,1.0,13.0,3.0,5.0,1.0,1,1,0,3,7,0,61,1500,0,3,28.0,5
2457,Basic,Engaged,30801.0,23,8.0,4.0,5.0,15.0,2.0,11.0,2,1,0,3,7,0,42,1873,0,1,45.0,6
988,Graduation,Engaged,81168.0,84,410.0,0.0,592.0,147.0,22.0,22.0,1,6,4,7,3,0,52,1256,1,0,1193.0,18
7930,Master,Alone,26877.0,74,101.0,13.0,76.0,20.0,18.0,40.0,2,3,1,6,6,0,48,1576,0,0,268.0,12
4587,Master,Alone,45006.0,90,162.0,25.0,53.0,16.0,0.0,10.0,1,3,1,7,3,0,73,1608,0,0,266.0,12
6682,Basic,Engaged,18978.0,41,2.0,8.0,1.0,4.0,7.0,15.0,1,1,0,3,8,0,44,1856,0,1,37.0,5
6222,Graduation,Engaged,22574.0,28,25.0,0.0,8.0,2.0,0.0,2.0,2,2,0,3,7,0,50,1506,0,3,37.0,7
10299,PhD,Alone,48240.0,73,389.0,91.0,248.0,64.0,49.0,41.0,3,6,3,13,5,0,48,1918,6,0,882.0,25
3083,Graduation,Engaged,45837.0,88,215.0,13.0,87.0,17.0,17.0,24.0,5,6,2,5,7,0,43,1600,0,2,373.0,18
8953,Master,Alone,35791.0,94,27.0,0.0,5.0,0.0,0.0,3.0,2,1,0,3,8,0,52,1651,0,3,35.0,6
1503,PhD,Engaged,162397.0,31,85.0,1.0,16.0,2.0,1.0,2.0,0,0,0,1,1,0,41,1742,0,2,107.0,1
8650,Graduation,Alone,54162.0,31,5.0,6.0,10.0,6.0,5.0,10.0,1,1,0,3,4,0,39,1730,0,2,42.0,5
10862,Master,Engaged,30522.0,6,179.0,8.0,83.0,19.0,11.0,26.0,5,1,2,9,2,0,57,1943,0,1,326.0,17
2782,PhD,Engaged,54456.0,23,352.0,0.0,27.0,10.0,0.0,15.0,3,6,1,7,6,0,56,1496,0,1,404.0,17
6941,Graduation,Alone,31632.0,92,17.0,8.0,12.0,11.0,15.0,32.0,1,2,1,2,7,0,46,1612,0,0,95.0,6
10972,Graduation,Alone,72298.0,52,625.0,35.0,169.0,58.0,17.0,35.0,1,4,3,6,1,0,68,1166,4,0,939.0,14
10708,2n_Cycle,Alone,36975.0,50,10.0,6.0,11.0,0.0,4.0,2.0,1,1,0,3,7,0,39,1445,0,1,33.0,5
6583,2n_Cycle,Engaged,72635.0,54,390.0,22.0,323.0,104.0,35.0,107.0,1,6,8,6,3,0,62,1742,1,0,981.0,21
3641,Graduation,Engaged,13624.0,93,10.0,2.0,15.0,2.0,1.0,6.0,2,2,0,3,6,0,41,1787,0,1,36.0,7
10156,Graduation,Alone,84196.0,56,215.0,63.0,507.0,231.0,31.0,190.0,1,8,4,7,3,0,42,1742,0,1,1237.0,20
4299,Graduation,Engaged,70971.0,28,1001.0,17.0,572.0,93.0,125.0,17.0,7,11,11,5,7,0,57,1908,6,1,1825.0,34
3469,PhD,Alone,34487.0,94,19.0,18.0,33.0,24.0,1.0,8.0,3,3,0,3,9,0,40,2012,0,2,103.0,9
5063,Graduation,Alone,28769.0,76,41.0,5.0,129.0,10.0,3.0,3.0,3,4,1,4,9,0,40,1820,0,1,191.0,12
10727,PhD,Engaged,69084.0,43,1181.0,107.0,199.0,39.0,30.0,30.0,2,7,3,13,8,0,47,1484,0,1,1586.0,25
9624,PhD,Engaged,65488.0,46,603.0,45.0,207.0,36.0,18.0,54.0,1,3,4,6,1,0,59,1278,0,0,963.0,14
5156,2n_Cycle,Engaged,62466.0,13,129.0,129.0,259.0,168.0,121.0,83.0,5,6,3,12,4,0,47,1427,0,1,889.0,26
4376,2n_Cycle,Alone,32218.0,27,10.0,24.0,15.0,13.0,1.0,30.0,1,2,1,3,7,0,57,1396,3,0,93.0,7
8923,Graduation,Alone,83917.0,12,514.0,22.0,732.0,42.0,198.0,79.0,1,6,7,7,3,0,44,1699,6,0,1587.0,21
8461,Graduation,Alone,46102.0,3,14.0,0.0,1.0,0.0,0.0,1.0,1,1,0,2,7,0,55,1166,0,3,16.0,4
6945,Graduation,Alone,84574.0,72,387.0,20.0,713.0,38.0,54.0,163.0,1,9,11,11,5,0,65,1711,0,0,1375.0,32
944,Graduation,Engaged,56181.0,6,121.0,103.0,69.0,8.0,44.0,48.0,1,4,2,7,4,0,55,1594,0,1,393.0,14
1907,Master,Alone,63120.0,53,965.0,69.0,279.0,54.0,41.0,69.0,5,8,4,9,7,0,67,1901,6,1,1477.0,26
701,Graduation,Engaged,73691.0,58,707.0,21.0,250.0,85.0,43.0,73.0,2,6,2,8,2,0,46,1645,3,1,1179.0,18
3856,Graduation,Engaged,63381.0,78,571.0,50.0,142.0,33.0,50.0,159.0,4,4,5,13,2,0,57,2042,0,1,1005.0,26
4149,PhD,Engaged,76140.0,57,586.0,66.0,653.0,17.0,0.0,26.0,1,5,9,6,2,0,69,1309,0,0,1348.0,21
2131,PhD,Alone,62859.0,37,1063.0,89.0,102.0,16.0,12.0,25.0,4,9,4,6,6,0,58,1808,0,1,1307.0,23
2942,Graduation,Alone,45906.0,20,305.0,3.0,27.0,4.0,3.0,144.0,2,5,4,4,5,0,53,1621,3,1,486.0,15
1173,Master,Engaged,77632.0,73,1200.0,105.0,758.0,0.0,42.0,147.0,1,4,2,6,2,0,70,1531,4,0,2252.0,13
4381,PhD,Engaged,46463.0,56,163.0,2.0,40.0,8.0,11.0,11.0,7,3,1,6,6,0,46,1577,0,2,235.0,17
4611,Graduation,Engaged,105471.0,36,1009.0,181.0,104.0,202.0,21.0,207.0,0,9,8,13,3,0,47,1786,1,0,1724.0,30
3376,Master,Alone,55282.0,9,125.0,6.0,73.0,8.0,4.0,19.0,1,3,1,6,4,0,47,1460,0,1,235.0,11
4679,Master,Engaged,78710.0,42,721.0,0.0,152.0,119.0,50.0,50.0,3,7,6,12,4,0,40,1299,0,1,1092.0,28
10928,Graduation,Engaged,66886.0,28,315.0,4.0,62.0,41.0,31.0,146.0,2,7,1,7,5,0,59,1548,0,1,599.0,17
4248,Master,Alone,98777.0,23,1000.0,19.0,711.0,125.0,115.0,38.0,0,4,6,9,1,0,57,1394,4,0,2008.0,19
6728,Graduation,Engaged,29103.0,38,16.0,0.0,17.0,6.0,3.0,6.0,2,1,0,3,9,0,32,1933,0,1,48.0,6
6661,Graduation,Engaged,67445.0,63,757.0,80.0,217.0,29.0,80.0,11.0,5,9,6,12,6,0,43,1830,0,1,1174.0,32
4725,PhD,Engaged,50616.0,71,30.0,2.0,25.0,0.0,1.0,9.0,1,1,1,4,2,0,67,1339,0,1,67.0,7
3277,Graduation,Alone,49431.0,9,219.0,3.0,100.0,26.0,0.0,17.0,2,7,1,5,8,0,62,2105,0,1,365.0,15
5555,Graduation,Alone,153924.0,81,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,42,1259,0,0,6.0,0
2564,Graduation,Engaged,61278.0,87,111.0,3.0,28.0,2.0,6.0,15.0,2,3,1,4,6,0,64,1351,0,1,165.0,10
946,2n_Cycle,Engaged,26490.0,92,45.0,47.0,52.0,21.0,20.0,25.0,2,3,1,5,6,0,59,1907,0,0,210.0,11
3867,PhD,Engaged,73059.0,36,410.0,112.0,420.0,0.0,82.0,71.0,1,9,3,13,4,0,70,1564,0,1,1095.0,26
6940,PhD,Alone,46734.0,86,100.0,1.0,39.0,6.0,1.0,76.0,4,3,2,3,6,0,51,1513,3,3,223.0,12
55,Graduation,Engaged,56253.0,83,509.0,0.0,65.0,7.0,11.0,5.0,4,7,2,9,6,0,54,1979,0,1,597.0,22
7093,Graduation,Engaged,19986.0,74,3.0,6.0,5.0,0.0,2.0,6.0,1,0,0,3,7,0,32,1489,0,1,22.0,4
5084,Graduation,Alone,58330.0,87,445.0,53.0,213.0,104.0,98.0,151.0,1,6,4,13,4,0,42,1448,0,1,1064.0,24
1777,Basic,Engaged,25965.0,29,2.0,2.0,11.0,41.0,7.0,11.0,1,2,0,3,8,0,37,1982,0,0,74.0,6
8162,Master,Engaged,14661.0,88,4.0,1.0,11.0,6.0,2.0,2.0,1,1,0,3,6,0,61,1806,0,0,26.0,5
10826,Graduation,Engaged,18690.0,77,6.0,1.0,7.0,23.0,4.0,19.0,1,1,1,2,8,0,58,1810,0,0,60.0,5
8754,PhD,Engaged,45068.0,25,14.0,0.0,3.0,0.0,0.0,3.0,1,1,0,2,7,0,43,1671,0,1,20.0,4
1987,Basic,Alone,21063.0,34,1.0,10.0,11.0,19.0,3.0,15.0,2,2,0,3,6,0,30,1539,0,1,59.0,7
11007,PhD,Engaged,29187.0,43,26.0,0.0,6.0,0.0,0.0,2.0,1,1,0,3,8,0,49,1559,0,1,34.0,5
7426,2n_Cycle,Engaged,54690.0,76,111.0,16.0,37.0,7.0,9.0,18.0,3,3,1,5,3,0,46,1615,0,2,198.0,12
9153,PhD,Engaged,59304.0,81,418.0,61.0,428.0,80.0,51.0,10.0,3,7,8,10,5,0,53,1597,0,1,1048.0,28
10379,Master,Alone,59247.0,87,327.0,9.0,122.0,19.0,14.0,83.0,5,5,2,9,6,0,55,1584,0,2,574.0,21
9204,Graduation,Alone,66731.0,33,371.0,159.0,194.0,58.0,106.0,141.0,4,4,3,6,3,0,47,1829,0,1,1029.0,17
3197,Graduation,Engaged,77353.0,38,275.0,59.0,107.0,69.0,101.0,59.0,2,6,4,8,4,0,37,1457,0,1,670.0,20
